Variable_Pair	P_Value
FLAG_OWN_CARY vs DAYS_EMPLOYED	0
FLAG_OWN_CARY vs EXT_SOURCE_1	0
FLAG_OWN_CARY vs AGE_IN_YEARS	0
FLAG_OWN_CARY vs EMPLOYED_IN_YEARS	0
FLAG_OWN_CARY vs AGE_IN_YEARS_NUM	0
NAME_EDUCATION_TYPEHigher_education vs AMT_INCOME_TOTAL	0
NAME_EDUCATION_TYPEHigher_education vs AMT_CREDIT	0
NAME_EDUCATION_TYPEHigher_education vs AMT_ANNUITY	0
NAME_EDUCATION_TYPEHigher_education vs AMT_GOODS_PRICE	0
NAME_EDUCATION_TYPEHigher_education vs DAYS_BIRTH	0
NAME_EDUCATION_TYPEHigher_education vs DAYS_EMPLOYED	0
NAME_EDUCATION_TYPEHigher_education vs EXT_SOURCE_1	0
NAME_EDUCATION_TYPEHigher_education vs EXT_SOURCE_2	0
NAME_EDUCATION_TYPEHigher_education vs AGE_IN_YEARS	0
NAME_EDUCATION_TYPEHigher_education vs EMPLOYED_IN_YEARS	0
NAME_EDUCATION_TYPEHigher_education vs AGE_IN_YEARS_NUM	0
NAME_EDUCATION_TYPEHigher_education vs CREDIT_TO_GOODS_PRICE_RATIO	0
NAME_EDUCATION_TYPEIncomplete_higher vs DAYS_BIRTH	0
NAME_EDUCATION_TYPEIncomplete_higher vs EXT_SOURCE_1	0
NAME_EDUCATION_TYPEIncomplete_higher vs AGE_IN_YEARS	0
NAME_EDUCATION_TYPEIncomplete_higher vs EMPLOYED_IN_YEARS	0
NAME_EDUCATION_TYPEIncomplete_higher vs AGE_IN_YEARS_NUM	0
NAME_EDUCATION_TYPESecondary_/_secondary_special vs AMT_INCOME_TOTAL	0
NAME_EDUCATION_TYPESecondary_/_secondary_special vs AMT_CREDIT	0
NAME_EDUCATION_TYPESecondary_/_secondary_special vs AMT_ANNUITY	0
NAME_EDUCATION_TYPESecondary_/_secondary_special vs AMT_GOODS_PRICE	0
NAME_EDUCATION_TYPESecondary_/_secondary_special vs DAYS_BIRTH	0
NAME_EDUCATION_TYPESecondary_/_secondary_special vs DAYS_EMPLOYED	0
NAME_EDUCATION_TYPESecondary_/_secondary_special vs EXT_SOURCE_2	0
NAME_EDUCATION_TYPESecondary_/_secondary_special vs AGE_IN_YEARS	0
NAME_EDUCATION_TYPESecondary_/_secondary_special vs EMPLOYED_IN_YEARS	0
NAME_EDUCATION_TYPESecondary_/_secondary_special vs AGE_IN_YEARS_NUM	0
NAME_EDUCATION_TYPESecondary_/_secondary_special vs CREDIT_TO_GOODS_PRICE_RATIO	0
NAME_FAMILY_STATUSMarried vs CNT_CHILDREN	0
NAME_FAMILY_STATUSMarried vs AMT_CREDIT	0
NAME_FAMILY_STATUSMarried vs AMT_ANNUITY	0
NAME_FAMILY_STATUSMarried vs AMT_GOODS_PRICE	0
NAME_FAMILY_STATUSMarried vs CREDIT_TO_INCOME_RATIO	0
NAME_FAMILY_STATUSSingle_/_not_married vs CNT_CHILDREN	0
NAME_FAMILY_STATUSSingle_/_not_married vs AMT_CREDIT	0
NAME_FAMILY_STATUSSingle_/_not_married vs AMT_ANNUITY	0
NAME_FAMILY_STATUSSingle_/_not_married vs AMT_GOODS_PRICE	0
NAME_FAMILY_STATUSSingle_/_not_married vs DAYS_BIRTH	0
NAME_FAMILY_STATUSSingle_/_not_married vs EXT_SOURCE_1	0
NAME_FAMILY_STATUSSingle_/_not_married vs AGE_IN_YEARS	0
NAME_FAMILY_STATUSSingle_/_not_married vs EMPLOYED_IN_YEARS	0
NAME_FAMILY_STATUSSingle_/_not_married vs AGE_IN_YEARS_NUM	0
NAME_FAMILY_STATUSSingle_/_not_married vs CREDIT_TO_INCOME_RATIO	0
NAME_FAMILY_STATUSSingle_/_not_married vs CREDIT_TO_ANNUITY_RATIO	0
NAME_FAMILY_STATUSWidow vs CNT_CHILDREN	0
NAME_FAMILY_STATUSWidow vs AMT_ANNUITY	0
NAME_FAMILY_STATUSWidow vs DAYS_BIRTH	0
NAME_FAMILY_STATUSWidow vs DAYS_EMPLOYED	0
NAME_FAMILY_STATUSWidow vs EXT_SOURCE_1	0
NAME_FAMILY_STATUSWidow vs AGE_IN_YEARS	0
NAME_FAMILY_STATUSWidow vs EMPLOYED_IN_YEARS	0
NAME_FAMILY_STATUSWidow vs AGE_IN_YEARS_NUM	0
OCCUPATION_TYPEAccountants vs DAYS_EMPLOYED	0
OCCUPATION_TYPEAccountants vs EMPLOYED_IN_YEARS	0
OCCUPATION_TYPECore_staff vs DAYS_BIRTH	0
OCCUPATION_TYPECore_staff vs DAYS_EMPLOYED	0
OCCUPATION_TYPECore_staff vs AGE_IN_YEARS	0
OCCUPATION_TYPECore_staff vs EMPLOYED_IN_YEARS	0
OCCUPATION_TYPECore_staff vs AGE_IN_YEARS_NUM	0
OCCUPATION_TYPEDrivers vs DAYS_EMPLOYED	0
OCCUPATION_TYPEDrivers vs EXT_SOURCE_1	0
OCCUPATION_TYPEDrivers vs EMPLOYED_IN_YEARS	0
OCCUPATION_TYPEHigh_skill_tech_staff vs DAYS_EMPLOYED	0
OCCUPATION_TYPEHigh_skill_tech_staff vs EMPLOYED_IN_YEARS	0
OCCUPATION_TYPELaborers vs DAYS_BIRTH	0
OCCUPATION_TYPELaborers vs DAYS_EMPLOYED	0
OCCUPATION_TYPELaborers vs EXT_SOURCE_1	0
OCCUPATION_TYPELaborers vs AGE_IN_YEARS	0
OCCUPATION_TYPELaborers vs EMPLOYED_IN_YEARS	0
OCCUPATION_TYPELaborers vs AGE_IN_YEARS_NUM	0
OCCUPATION_TYPEManagers vs AMT_INCOME_TOTAL	0
OCCUPATION_TYPEManagers vs AMT_CREDIT	0
OCCUPATION_TYPEManagers vs AMT_ANNUITY	0
OCCUPATION_TYPEManagers vs AMT_GOODS_PRICE	0
OCCUPATION_TYPEManagers vs DAYS_EMPLOYED	0
OCCUPATION_TYPEManagers vs EXT_SOURCE_2	0
OCCUPATION_TYPEManagers vs EMPLOYED_IN_YEARS	0
OCCUPATION_TYPEMedicine_staff vs DAYS_EMPLOYED	0
OCCUPATION_TYPESales_staff vs DAYS_BIRTH	0
OCCUPATION_TYPESales_staff vs DAYS_EMPLOYED	0
OCCUPATION_TYPESales_staff vs EXT_SOURCE_1	0
OCCUPATION_TYPESales_staff vs AGE_IN_YEARS	0
OCCUPATION_TYPESales_staff vs EMPLOYED_IN_YEARS	0
OCCUPATION_TYPESales_staff vs AGE_IN_YEARS_NUM	0
OCCUPATION_TYPESecurity_staff vs DAYS_EMPLOYED	0
OCCUPATION_TYPESecurity_staff vs EMPLOYED_IN_YEARS	0
OCCUPATION_TYPEUnknown vs CNT_CHILDREN	0
OCCUPATION_TYPEUnknown vs AMT_ANNUITY	0
OCCUPATION_TYPEUnknown vs DAYS_BIRTH	0
OCCUPATION_TYPEUnknown vs DAYS_EMPLOYED	0
OCCUPATION_TYPEUnknown vs EXT_SOURCE_1	0
OCCUPATION_TYPEUnknown vs AGE_IN_YEARS	0
OCCUPATION_TYPEUnknown vs EMPLOYED_IN_YEARS	0
OCCUPATION_TYPEUnknown vs AGE_IN_YEARS_NUM	0
EDUCATION_LEVELcollege_graduate vs AMT_INCOME_TOTAL	0
EDUCATION_LEVELcollege_graduate vs AMT_CREDIT	0
EDUCATION_LEVELcollege_graduate vs AMT_ANNUITY	0
EDUCATION_LEVELcollege_graduate vs AMT_GOODS_PRICE	0
EDUCATION_LEVELcollege_graduate vs DAYS_BIRTH	0
EDUCATION_LEVELcollege_graduate vs DAYS_EMPLOYED	0
EDUCATION_LEVELcollege_graduate vs EXT_SOURCE_1	0
EDUCATION_LEVELcollege_graduate vs EXT_SOURCE_2	0
EDUCATION_LEVELcollege_graduate vs AGE_IN_YEARS	0
EDUCATION_LEVELcollege_graduate vs EMPLOYED_IN_YEARS	0
EDUCATION_LEVELcollege_graduate vs AGE_IN_YEARS_NUM	0
EDUCATION_LEVELcollege_graduate vs CREDIT_TO_GOODS_PRICE_RATIO	0
EDUCATION_LEVELhighschool_graduate vs AMT_INCOME_TOTAL	0
EDUCATION_LEVELhighschool_graduate vs AMT_CREDIT	0
EDUCATION_LEVELhighschool_graduate vs AMT_ANNUITY	0
EDUCATION_LEVELhighschool_graduate vs AMT_GOODS_PRICE	0
EDUCATION_LEVELhighschool_graduate vs DAYS_BIRTH	0
EDUCATION_LEVELhighschool_graduate vs DAYS_EMPLOYED	0
EDUCATION_LEVELhighschool_graduate vs EXT_SOURCE_1	0
EDUCATION_LEVELhighschool_graduate vs EXT_SOURCE_2	0
EDUCATION_LEVELhighschool_graduate vs AGE_IN_YEARS	0
EDUCATION_LEVELhighschool_graduate vs EMPLOYED_IN_YEARS	0
EDUCATION_LEVELhighschool_graduate vs AGE_IN_YEARS_NUM	0
EDUCATION_LEVELhighschool_graduate vs CREDIT_TO_GOODS_PRICE_RATIO	0
AGE_BUCKET18_25 vs AMT_CREDIT	0
AGE_BUCKET18_25 vs AMT_ANNUITY	0
AGE_BUCKET18_25 vs AMT_GOODS_PRICE	0
AGE_BUCKET18_25 vs DAYS_BIRTH	0
AGE_BUCKET18_25 vs DAYS_EMPLOYED	0
AGE_BUCKET18_25 vs EXT_SOURCE_1	0
AGE_BUCKET18_25 vs EXT_SOURCE_2	0
AGE_BUCKET18_25 vs DAYS_LAST_PHONE_CHANGE	0
AGE_BUCKET18_25 vs AGE_IN_YEARS	0
AGE_BUCKET18_25 vs EMPLOYED_IN_YEARS	0
AGE_BUCKET18_25 vs AGE_IN_YEARS_NUM	0
AGE_BUCKET18_25 vs CREDIT_TO_INCOME_RATIO	0
AGE_BUCKET18_25 vs CREDIT_TO_ANNUITY_RATIO	0
AGE_BUCKET26_45 vs CNT_CHILDREN	0
AGE_BUCKET26_45 vs DAYS_BIRTH	0
AGE_BUCKET26_45 vs DAYS_EMPLOYED	0
AGE_BUCKET26_45 vs EXT_SOURCE_1	0
AGE_BUCKET26_45 vs AGE_IN_YEARS	0
AGE_BUCKET26_45 vs EMPLOYED_IN_YEARS	0
AGE_BUCKET26_45 vs AGE_IN_YEARS_NUM	0
AGE_BUCKET46_64 vs CNT_CHILDREN	0
AGE_BUCKET46_64 vs AMT_CREDIT	0
AGE_BUCKET46_64 vs AMT_GOODS_PRICE	0
AGE_BUCKET46_64 vs DAYS_BIRTH	0
AGE_BUCKET46_64 vs DAYS_EMPLOYED	0
AGE_BUCKET46_64 vs EXT_SOURCE_1	0
AGE_BUCKET46_64 vs AGE_IN_YEARS	0
AGE_BUCKET46_64 vs EMPLOYED_IN_YEARS	0
AGE_BUCKET46_64 vs AGE_IN_YEARS_NUM	0
AGE_BUCKET46_64 vs CREDIT_TO_INCOME_RATIO	0
AGE_BUCKET46_64 vs CREDIT_TO_ANNUITY_RATIO	0
AGE_BUCKET65_UP vs CNT_CHILDREN	0
AGE_BUCKET65_UP vs AMT_CREDIT	0
AGE_BUCKET65_UP vs AMT_ANNUITY	0
AGE_BUCKET65_UP vs AMT_GOODS_PRICE	0
AGE_BUCKET65_UP vs DAYS_BIRTH	0
AGE_BUCKET65_UP vs DAYS_EMPLOYED	0
AGE_BUCKET65_UP vs EXT_SOURCE_1	0
AGE_BUCKET65_UP vs AGE_IN_YEARS	0
AGE_BUCKET65_UP vs EMPLOYED_IN_YEARS	0
AGE_BUCKET65_UP vs AGE_IN_YEARS_NUM	0
AGE_BUCKET65_UP vs CREDIT_TO_INCOME_RATIO	0
AGE_BUCKET65_UP vs CREDIT_TO_ANNUITY_RATIO	0
INCOME_BRACKET0_50k vs AMT_CREDIT	0
INCOME_BRACKET0_50k vs AMT_ANNUITY	0
INCOME_BRACKET0_50k vs AMT_GOODS_PRICE	0
INCOME_BRACKET0_50k vs DAYS_BIRTH	0
INCOME_BRACKET0_50k vs DAYS_EMPLOYED	0
INCOME_BRACKET0_50k vs AGE_IN_YEARS	0
INCOME_BRACKET0_50k vs EMPLOYED_IN_YEARS	0
INCOME_BRACKET0_50k vs AGE_IN_YEARS_NUM	0
INCOME_BRACKET0_50k vs CREDIT_TO_INCOME_RATIO	0
INCOME_BRACKET100k_150k vs AMT_INCOME_TOTAL	0
INCOME_BRACKET100k_150k vs AMT_CREDIT	0
INCOME_BRACKET100k_150k vs AMT_ANNUITY	0
INCOME_BRACKET100k_150k vs AMT_GOODS_PRICE	0
INCOME_BRACKET200k_250k vs AMT_INCOME_TOTAL	0
INCOME_BRACKET200k_250k vs AMT_CREDIT	0
INCOME_BRACKET200k_250k vs AMT_ANNUITY	0
INCOME_BRACKET200k_250k vs AMT_GOODS_PRICE	0
INCOME_BRACKET200k_250k vs DAYS_EMPLOYED	0
INCOME_BRACKET200k_250k vs CREDIT_TO_INCOME_RATIO	0
INCOME_BRACKET250k_300k vs AMT_INCOME_TOTAL	0
INCOME_BRACKET250k_300k vs AMT_CREDIT	0
INCOME_BRACKET250k_300k vs AMT_ANNUITY	0
INCOME_BRACKET250k_300k vs AMT_GOODS_PRICE	0
INCOME_BRACKET250k_300k vs CREDIT_TO_INCOME_RATIO	0
INCOME_BRACKET300k_UP vs AMT_INCOME_TOTAL	0
INCOME_BRACKET300k_UP vs AMT_CREDIT	0
INCOME_BRACKET300k_UP vs AMT_ANNUITY	0
INCOME_BRACKET300k_UP vs AMT_GOODS_PRICE	0
INCOME_BRACKET300k_UP vs DAYS_EMPLOYED	0
INCOME_BRACKET300k_UP vs EXT_SOURCE_2	0
INCOME_BRACKET300k_UP vs CREDIT_TO_INCOME_RATIO	0
INCOME_BRACKET50k_100k vs AMT_INCOME_TOTAL	0
INCOME_BRACKET50k_100k vs AMT_CREDIT	0
INCOME_BRACKET50k_100k vs AMT_ANNUITY	0
INCOME_BRACKET50k_100k vs AMT_GOODS_PRICE	0
INCOME_BRACKET50k_100k vs DAYS_BIRTH	0
INCOME_BRACKET50k_100k vs DAYS_EMPLOYED	0
INCOME_BRACKET50k_100k vs EXT_SOURCE_2	0
INCOME_BRACKET50k_100k vs AGE_IN_YEARS	0
INCOME_BRACKET50k_100k vs EMPLOYED_IN_YEARS	0
INCOME_BRACKET50k_100k vs AGE_IN_YEARS_NUM	0
INCOME_BRACKET50k_100k vs CREDIT_TO_INCOME_RATIO	0
INCOME_BRACKET50k_100k vs CREDIT_TO_ANNUITY_RATIO	0
